CM_Id,BankName,Type,CharterType,Headquarters,FailureDate,InsuranceFund,TransactionType,TotalDeposits,TotalAssets
CM-3055,amtrade international bank of georgia,COMMERCIAL BANK,STATE,"ATLANTA, GA",9/30/2002,BIF,PAYOUT,73205,92144
CM-3056,bank of alamo,COMMERCIAL BANK,STATE,"ALAMO, TN",11/8/2002,BIF,PAYOUT,52157,58454
CM-3057,the farmers bank & trust of cheneyville,COMMERCIAL BANK,STATE,"CHENEYVILLE, LA",12/17/2002,BIF,ACQUISITION,32103,35317
CM-3058,southern pacific bank,COMMERCIAL BANK,STATE,"TORRANCE, CA",2/7/2003,BIF,ACQUISITION,864160,904294
CM-3059,the first national bank of blanchardville,COMMERCIAL BANK,FEDERAL,"BLANCHARDVILLE, WI",5/9/2003,BIF,ACQUISITION,28760,34536
CM-3060,pulaski savings bank,SAVINGS BANK,STATE,"PHILADELPHIA, PA",11/14/2003,BIF,ACQUISITION,9058,8487
CM-3061,dollar savings bank,SAVINGS BANK,STATE,"NEWARK, NJ",2/14/2004,SAIF,PAYOUT,10909,13408
CM-3062,guaranty national bank,COMMERCIAL BANK,FEDERAL,"TALLAHASSEE, FL",3/12/2004,BIF,ACQUISITION,65614,71280
CM-3063,reliance bank,COMMERCIAL BANK,STATE,"WHITE PLAINS, NY",3/19/2004,BIF,ACQUISITION,27881,28637
CM-3064,bank of ephraim,COMMERCIAL BANK,STATE,"EPHRAIM, UT",6/25/2004,BIF,ACQUISITION,52329,56774
CM-3065,metropolitan savings bank,SAVINGS BANK,STATE,"PITTSBURGH, PA",2/2/2007,DIF,ACQUISITION,14540,15760
CM-3066,netbank,SAVINGS BANK,STATE,"ALPHARETTA, GA",9/28/2007,DIF,ACQUISITION,2290046,2473806
CM-3067,miami valley bank,COMMERCIAL BANK,STATE,"LAKEVIEW, OH",10/4/2007,DIF,ACQUISITION,119601,125362
CM-3068,douglass national bank,COMMERCIAL BANK,FEDERAL,"KANSAS CITY, MO",1/25/2008,DIF,ACQUISITION,50250,52824
CM-3069,hume bank,COMMERCIAL BANK,STATE,"HUME, MO",3/7/2008,DIF,ACQUISITION,13566,18682
CM-3070,anb financial national association,COMMERCIAL BANK,FEDERAL,"BENTONVILLE, AR",5/9/2008,DIF,ACQUISITION,1815691,1895545
CM-3071,"first integrity bank, N.A.",COMMERCIAL BANK,FEDERAL,"STAPLES, MN",5/30/2008,DIF,ACQUISITION,50178,
CM-3072,indymac bank f.s.b,SAVINGS BANK,STATE,"PASADENA, CA",7/11/2008,DIF,ACQUISITION,18941727,30698512
CM-3073,first national bank of nevada,COMMERCIAL BANK,FEDERAL,"RENO, NV",7/25/2008,DIF,ACQUISITION,3038053,3411145
CM-3074,first heritage bank n.a.,COMMERCIAL BANK,FEDERAL,"NEWPORT BEACH, CA",7/25/2008,DIF,ACQUISITION,234812,255376
CM-3075,first priority bank,COMMERCIAL BANK,STATE,"BRADENTON, FL",8/1/2008,DIF,ACQUISITION,226698,258610
CM-3076,the columbian bank and trust company,COMMERCIAL BANK,STATE,"TOPEKA, KS",8/22/2008,DIF,ACQUISITION,620354,735071
CM-3077,integrity bank,COMMERCIAL BANK,STATE,"ALPHARETTA, GA",8/29/2008,DIF,ACQUISITION,962456,1107514
CM-3078,silver state bank,COMMERCIAL BANK,STATE,"HENDERSON, NV",9/5/2008,DIF,ACQUISITION,1733091,1957120
CM-3079,"ameribank, INC.",SAVINGS BANK,STATE,"NORTHFORK, WV",9/19/2008,DIF,ACQUISITION,100901,
CM-3080,washington mutual bank,SAVINGS BANK,STATE,"HENDERSON, NV",9/25/2008,DIF,ACQUISITION,188260793,307021614
CM-3081,meridian bank,COMMERCIAL BANK,STATE,"ELDRED, IL",10/10/2008,DIF,ACQUISITION,36090,38223
CM-3082,main street bank,COMMERCIAL BANK,STATE,"NORTHVILLE, MI",10/10/2008,DIF,ACQUISITION,98934,112368
CM-3083,alpha bank & trust,COMMERCIAL BANK,STATE,"ALPHARETTA, GA",10/24/2008,DIF,ACQUISITION,344231,354090
CM-3084,freedom bank,COMMERCIAL BANK,STATE,"BRADENTON, FL",10/31/2008,DIF,ACQUISITION,256793,270842
CM-3085,security pacific bank,COMMERCIAL BANK,STATE,"SAN DIEGO, CA",11/7/2008,DIF,ACQUISITION,456472,527959
CM-3086,"franklin bank, SSB",SAVINGS BANK,STATE,"HOUSTON, TX",11/7/2008,DIF,ACQUISITION,3692887,
CM-3087,pff bank & trust,SAVINGS BANK,STATE,"POMONA, CA",11/21/2008,DIF,ACQUISITION,2393845,3715433
CM-3088,"downey savings and loan association, F.A.",SAVINGS BANK,STATE,"NEWPORT BEACH, CA",11/21/2008,DIF,ACQUISITION,9653169,
CM-3089,the community bank,COMMERCIAL BANK,STATE,"LOGANVILLE, GA",11/21/2008,DIF,ACQUISITION,603733,634901
CM-3090,first georgia community bank,COMMERCIAL BANK,STATE,"JACKSON, GA",12/5/2008,DIF,ACQUISITION,215287,256371
CM-3091,sanderson state bank,COMMERCIAL BANK,STATE,"SANDERSON, TX",12/12/2008,DIF,ACQUISITION,32012,38217
CM-3092,haven trust bank,COMMERCIAL BANK,STATE,"DULUTH, GA",12/12/2008,DIF,ACQUISITION,489692,559551
CM-3093,national bank of commerce,COMMERCIAL BANK,FEDERAL,"BERKELEY, IL",1/16/2009,DIF,ACQUISITION,395868,419741
CM-3094,bank of clark county,COMMERCIAL BANK,STATE,"VANCOUVER, WA",1/16/2009,DIF,ACQUISITION,377506,441085
CM-3095,1st centennial bank,COMMERCIAL BANK,STATE,"REDLANDS, CA",1/23/2009,DIF,ACQUISITION,678570,797959
CM-3096,suburban federal savings bank,SAVINGS BANK,STATE,"CROFTON, MD",1/30/2009,DIF,ACQUISITION,301847,347408
CM-3097,magnet bank,COMMERCIAL BANK,STATE,"SALT LAKE CITY, UT",1/30/2009,DIF,PAYOUT,282578,300674
CM-3098,ocala national bank,COMMERCIAL BANK,FEDERAL,"OCALA, FL",1/30/2009,DIF,ACQUISITION,204663,219424
CM-3099,county bank,COMMERCIAL BANK,STATE,"MERCED, CA",2/6/2009,DIF,ACQUISITION,1324635,1711552
CM-3100,firstbank financial services,COMMERCIAL BANK,STATE,"MCDONOUGH, GA",2/6/2009,DIF,ACQUISITION,279308,317237
CM-3101,alliance bank,COMMERCIAL BANK,STATE,"CULVER CITY, CA",2/6/2009,DIF,ACQUISITION,951106,1113361
CM-3102,corn belt bank and trust company,COMMERCIAL BANK,STATE,"PITTSFIELD, IL",2/13/2009,DIF,ACQUISITION,233788,260201
CM-3103,sherman county bank,COMMERCIAL BANK,STATE,"LOUP CITY, NE",2/13/2009,DIF,ACQUISITION,90647,135431
CM-3104,riverside bank of the gulf coast,COMMERCIAL BANK,STATE,"CAPE CORAL, FL",2/13/2009,DIF,ACQUISITION,422708,523673
CM-3105,pinnacle bank,COMMERCIAL BANK,STATE,"BEAVERTON, OR",2/13/2009,DIF,ACQUISITION,64168,71921
CM-3106,silver falls bank,COMMERCIAL BANK,STATE,"SILVERTON, OR",2/20/2009,DIF,ACQUISITION,115976,134206
CM-3107,heritage community bank,COMMERCIAL BANK,STATE,"GLENWOOD, IL",2/27/2009,DIF,ACQUISITION,225735,235154
CM-3108,security savings bank,COMMERCIAL BANK,STATE,"HENDERSON, NV",2/27/2009,DIF,ACQUISITION,174872,238307
CM-3109,freedom bank of georgia,COMMERCIAL BANK,STATE,"COMMERCE, GA",3/6/2009,DIF,ACQUISITION,159048,172454
CM-3110,firstcity bank,COMMERCIAL BANK,STATE,"STOCKBRIDGE, GA",3/20/2009,DIF,PAYOUT,259056,285015
CM-3111,colorado national bank,COMMERCIAL BANK,FEDERAL,"COLORADO SPRINGS, CO",3/20/2009,DIF,ACQUISITION,85150,123508
CM-3112,"teambank, N.A.",COMMERCIAL BANK,FEDERAL,"PAOLA, KS",3/20/2009,DIF,ACQUISITION,532520,
CM-3113,omni national bank,COMMERCIAL BANK,FEDERAL,"ATLANTA, GA",3/27/2009,DIF,PAYOUT,813205,979585
CM-3114,cape fear bank,COMMERCIAL BANK,STATE,"WILMINGTON, NC",4/10/2009,DIF,ACQUISITION,402820,492418
CM-3115,new frontier bank,COMMERCIAL BANK,STATE,"GREELEY, CO",4/10/2009,DIF,PAYOUT,1496347,1774588
CM-3116,great basin bank of nevada,COMMERCIAL BANK,STATE,"ELKO, NV",4/17/2009,DIF,ACQUISITION,220834,238940
CM-3117,american sterling bank,SAVINGS BANK,STATE,"SUGAR CREEK, MO",4/17/2009,DIF,ACQUISITION,170946,166456
CM-3118,first bank of beverly hills,COMMERCIAL BANK,STATE,"CALABASAS, CA",4/24/2009,DIF,PAYOUT,866492,1260354
CM-3119,"first bank of idaho, FSB",SAVINGS BANK,STATE,"KETCHUM, ID",4/24/2009,DIF,ACQUISITION,370580,
CM-3120,michigan heritage bank,COMMERCIAL BANK,STATE,"FARMINGTON HILLS, MI",4/24/2009,DIF,ACQUISITION,149065,167710
CM-3121,american southern bank,COMMERCIAL BANK,STATE,"KENNESAW, GA",4/24/2009,DIF,ACQUISITION,105940,105950
CM-3122,citizens community bank,COMMERCIAL BANK,STATE,"RIDGEWOOD, NJ",5/1/2009,DIF,ACQUISITION,40664,40657
CM-3123,america west bank,COMMERCIAL BANK,STATE,"LAYTON, UT",5/1/2009,DIF,ACQUISITION,286040,281564
CM-3124,"silverton bank, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,"ATLANTA, GA",5/1/2009,DIF,PAYOUT,3314928,
CM-3125,westsound bank,COMMERCIAL BANK,STATE,"BREMERTON, WA",5/8/2009,DIF,ACQUISITION,304464,334608
CM-3126,"bankunited, FSB",SAVINGS BANK,STATE,"CORAL GABLES, FL",5/21/2009,DIF,ACQUISITION,8775985,
CM-3127,strategic capital bank,COMMERCIAL BANK,STATE,"CHAMPAIGN, IL",5/22/2009,DIF,ACQUISITION,479384,546576
CM-3128,citizens national bank,COMMERCIAL BANK,FEDERAL,"MACOMB, IL",5/22/2009,DIF,ACQUISITION,393635,438560
CM-3129,bank of lincolnwood,COMMERCIAL BANK,STATE,"LINCOLNWOOD, IL",6/5/2009,DIF,ACQUISITION,209285,212718
CM-3130,southern community bank,COMMERCIAL BANK,STATE,"FAYETTEVILLE, GA",6/19/2009,DIF,ACQUISITION,297962,371695
CM-3131,first national bank of anthony,COMMERCIAL BANK,FEDERAL,"ANTHONY, KS",6/19/2009,DIF,ACQUISITION,142551,156954
CM-3132,cooperative bank,COMMERCIAL BANK,STATE,"WILMINGTON, NC",6/19/2009,DIF,ACQUISITION,768479,966778
CM-3133,neighborhood community bank,COMMERCIAL BANK,STATE,"NEWNAN, GA",6/26/2009,DIF,ACQUISITION,190070,212616
CM-3134,mirae bank,COMMERCIAL BANK,STATE,"LOS ANGELES, CA",6/26/2009,DIF,ACQUISITION,409951,480619
CM-3135,community bank of west georgia,COMMERCIAL BANK,STATE,"VILLA RICA, GA",6/26/2009,DIF,PAYOUT,189398,201222
CM-3136,metropacific bank,COMMERCIAL BANK,STATE,"IRVINE, CA",6/26/2009,DIF,ACQUISITION,70078,75316
CM-3137,horizon bank,COMMERCIAL BANK,STATE,"PINE CITY, MN",6/26/2009,DIF,ACQUISITION,69254,84763
CM-3138,the first national bank of danville,COMMERCIAL BANK,FEDERAL,"DANVILLE, IL",7/2/2009,DIF,ACQUISITION,140185,148218
CM-3139,founders bank,COMMERCIAL BANK,STATE,"WORTH, IL",7/2/2009,DIF,ACQUISITION,832160,889172
CM-3140,the john warner bank,COMMERCIAL BANK,STATE,"CLINTON, IL",7/2/2009,DIF,ACQUISITION,65179,69609
CM-3141,the first state bank of winchester,COMMERCIAL BANK,STATE,"WINCHESTER, IL",7/2/2009,DIF,ACQUISITION,30806,30073
CM-3142,rock river bank,COMMERCIAL BANK,STATE,"OREGON, IL",7/2/2009,DIF,ACQUISITION,74896,74808
CM-3143,the elizabeth state bank,COMMERCIAL BANK,STATE,"ELIZABETH, IL",7/2/2009,DIF,ACQUISITION,48131,55027
CM-3144,millennium state bank of texas,COMMERCIAL BANK,STATE,"DALLAS, TX",7/2/2009,DIF,ACQUISITION,115478,118601
CM-3145,bank of wyoming,COMMERCIAL BANK,STATE,"THERMOPOLIS, WY",7/10/2009,DIF,ACQUISITION,66598,70188
CM-3146,first piedmont bank,COMMERCIAL BANK,STATE,"WINDER, GA",7/17/2009,DIF,ACQUISITION,108499,114113
CM-3147,bankfirst,COMMERCIAL BANK,STATE,"SIOUX FALLS, SD",7/17/2009,DIF,ACQUISITION,232203,210844
CM-3148,"vineyard bank, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,"RANCHO CUCAMONGA, CA",7/17/2009,DIF,ACQUISITION,1526186,
CM-3149,temecula valley bank,COMMERCIAL BANK,STATE,"TEMECULA, CA",7/17/2009,DIF,ACQUISITION,1276287,1396622
CM-3150,security bank of bibb county,COMMERCIAL BANK,STATE,"MACON, GA",7/24/2009,DIF,ACQUISITION,831437,943744
CM-3151,security bank of houston county,COMMERCIAL BANK,STATE,"PERRY, GA",7/24/2009,DIF,ACQUISITION,313155,371624
CM-3152,security bank of north fulton,COMMERCIAL BANK,STATE,"ALPHARETTA, GA",7/24/2009,DIF,ACQUISITION,179523,190564
CM-3153,security bank of gwinnett county,COMMERCIAL BANK,STATE,"SUWANNEE, GA",7/24/2009,DIF,ACQUISITION,256578,259182
CM-3154,security bank of north metro,COMMERCIAL BANK,STATE,"WOODSTOCK, GA",7/24/2009,DIF,ACQUISITION,182413,184184
CM-3155,security bank of jones county,COMMERCIAL BANK,STATE,"GRAY, GA",7/24/2009,DIF,ACQUISITION,375238,432712
CM-3156,waterford village bank,COMMERCIAL BANK,STATE,"WILLIAMSVILLE, NY",7/24/2009,DIF,ACQUISITION,56145,55707
CM-3157,first state bank of altus,COMMERCIAL BANK,STATE,"ALTUS, OK",7/31/2009,DIF,ACQUISITION,98161,90867
CM-3158,integrity bank,COMMERCIAL BANK,STATE,"JUPITER, FL",7/31/2009,DIF,ACQUISITION,98511,105298
CM-3159,peoples community bank,SAVINGS BANK,STATE,"WEST CHESTER, OH",7/31/2009,DIF,ACQUISITION,538787,606153
CM-3160,first bankamericano,COMMERCIAL BANK,STATE,"ELIZABTH, NJ",7/31/2009,DIF,ACQUISITION,155463,163372
CM-3161,mutual bank,COMMERCIAL BANK,STATE,"HARVEY, IL",7/31/2009,DIF,ACQUISITION,1546525,1595657
CM-3162,first state bank,COMMERCIAL BANK,STATE,"SARASOTA, FL",8/7/2009,DIF,ACQUISITION,394701,447667
CM-3163,community national bank of sarasota county,COMMERCIAL BANK,FEDERAL,"VENICE, FL",8/7/2009,DIF,ACQUISITION,92352,92528
CM-3164,community first bank,COMMERCIAL BANK,STATE,"PRINEVILLE, OR",8/7/2009,DIF,ACQUISITION,180691,199508
CM-3165,colonial bank,COMMERCIAL BANK,STATE,"MONTGOMERY, AL",8/14/2009,DIF,ACQUISITION,20072099,25455112
CM-3166,"union bank, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,"GILBERT, AZ",8/14/2009,DIF,ACQUISITION,110362,
CM-3167,dwelling house savings and loan,SAVINGS BANK,STATE,"PITTSBURGH, PA",8/14/2009,DIF,ACQUISITION,12984,12947
CM-3168,community bank of nevada,COMMERCIAL BANK,STATE,"LAS VEGAS, NV",8/14/2009,DIF,PAYOUT,1372744,1397798
CM-3169,community bank of arizona,COMMERCIAL BANK,STATE,"PHOENIX, AZ",8/14/2009,DIF,ACQUISITION,143834,158517
CM-3170,capitalsouth bank,COMMERCIAL BANK,STATE,"BIRMINGHAM, AL",8/21/2009,DIF,ACQUISITION,539422,586586
CM-3171,first coweta,COMMERCIAL BANK,STATE,"NEWNAN, GA",8/21/2009,DIF,ACQUISITION,154903,163755
CM-3172,guaranty bank,SAVINGS BANK,STATE,"AUSTIN, TX",8/21/2009,DIF,ACQUISITION,11984112,13464352
CM-3173,ebank,SAVINGS BANK,STATE,"ATLANTA, GA",8/21/2009,DIF,ACQUISITION,131510,144688
CM-3174,mainstreet bank,COMMERCIAL BANK,STATE,"FOREST LAKE, MN",8/28/2009,DIF,ACQUISITION,432818,458533
CM-3175,affinity bank,COMMERCIAL BANK,STATE,"VENTURA, CA",8/28/2009,DIF,ACQUISITION,905593,1211431
CM-3176,bradford bank,SAVINGS BANK,STATE,"BALTIMORE, MD",8/28/2009,DIF,ACQUISITION,382159,451888
CM-3177,platinum community bank,SAVINGS BANK,STATE,"ROLLING MEADOWS, IL",9/4/2009,DIF,PAYOUT,110186,147961
CM-3178,first state bank,COMMERCIAL BANK,STATE,"FLAGSTAFF, AZ",9/4/2009,DIF,ACQUISITION,95734,107235
CM-3179,inbank,COMMERCIAL BANK,STATE,"OAK FOREST, IL",9/4/2009,DIF,ACQUISITION,209211,209848
CM-3180,first bank of kansas city,COMMERCIAL BANK,STATE,"KANSAS CITY, MO",9/4/2009,DIF,ACQUISITION,14479,15723
CM-3181,vantus bank,SAVINGS BANK,STATE,"SIOUX CITY, IA",9/4/2009,DIF,ACQUISITION,394369,503643
CM-3182,"corus bank, N.A.",COMMERCIAL BANK,FEDERAL,"CHICAGO, IL",9/11/2009,DIF,ACQUISITION,7060693,
CM-3183,brickwell community bank,COMMERCIAL BANK,STATE,"WOODBURY, MN",9/11/2009,DIF,ACQUISITION,64981,72576
CM-3184,venture bank,COMMERCIAL BANK,STATE,"LACEY, WA",9/11/2009,DIF,ACQUISITION,917729,968385
CM-3185,"irwin union bank, FSB",SAVINGS BANK,STATE,"LOUISVILLE, KY",9/18/2009,DIF,ACQUISITION,462611,
CM-3186,irwin union bank and trust company,COMMERCIAL BANK,STATE,"COLUMBUS, IN",9/18/2009,DIF,ACQUISITION,2254025,2839747
CM-3187,georgian bank,COMMERCIAL BANK,STATE,"ATLANTA, GA",9/25/2009,DIF,ACQUISITION,1960123,2230230
CM-3188,jennings state bank,COMMERCIAL BANK,STATE,"SPRING GROVE, MN",10/2/2009,DIF,ACQUISITION,50801,52347
CM-3189,warren bank,COMMERCIAL BANK,STATE,"WARREN, MI",10/2/2009,DIF,ACQUISITION,467767,504816
CM-3190,southern colorado national bank,COMMERCIAL BANK,FEDERAL,"PUEBLO, CO",10/2/2009,DIF,ACQUISITION,29568,37142
CM-3191,san joaquin bank,COMMERCIAL BANK,STATE,"BAKERSFIELD, CA",10/16/2009,DIF,ACQUISITION,626359,766359
CM-3192,bank of elmwood,COMMERCIAL BANK,STATE,"RACINE, WI",10/23/2009,DIF,ACQUISITION,272782,327444
CM-3193,flagship national bank,COMMERCIAL BANK,FEDERAL,"BRADENTON, FL",10/23/2009,DIF,ACQUISITION,170118,177563
CM-3194,riverview community bank,COMMERCIAL BANK,STATE,"OSTEGO, MN",10/23/2009,DIF,ACQUISITION,75012,99057
CM-3195,american united bank,COMMERCIAL BANK,STATE,"LAWRENCEVILLE, GA",10/23/2009,DIF,ACQUISITION,102386,110094
CM-3196,hillcrest bank florida,COMMERCIAL BANK,STATE,"NAPLES, FL",10/23/2009,DIF,ACQUISITION,83254,82774
CM-3197,first dupage bank,COMMERCIAL BANK,STATE,"WESTMONT, IL",10/23/2009,DIF,ACQUISITION,253992,262093
CM-3198,partners bank,SAVINGS BANK,STATE,"NAPLES, FL",10/23/2009,DIF,ACQUISITION,64798,65498
CM-3199,citizens national bank,COMMERCIAL BANK,FEDERAL,"TEAGUE, TX",10/30/2009,DIF,ACQUISITION,97590,118236
CM-3200,san diego national bank,COMMERCIAL BANK,FEDERAL,"SAN DIEGO, CA",10/30/2009,DIF,ACQUISITION,2891576,3594544
CM-3201,north houston bank,COMMERCIAL BANK,STATE,"HOUSTON, TX",10/30/2009,DIF,ACQUISITION,307166,325474
CM-3202,park national bank,COMMERCIAL BANK,FEDERAL,"CHICAGO, IL",10/30/2009,DIF,ACQUISITION,3716626,4680881
CM-3203,pacific national bank,COMMERCIAL BANK,FEDERAL,"SAN FRANCISCO, CA",10/30/2009,DIF,ACQUISITION,1757986,2319263
CM-3204,california national bank,COMMERCIAL BANK,FEDERAL,"LOS ANGELES, CA",10/30/2009,DIF,ACQUISITION,6145207,7781100
CM-3205,madisonville state bank,COMMERCIAL BANK,STATE,"MADISONVILLE, TX",10/30/2009,DIF,ACQUISITION,224653,256330
CM-3206,"bank usa, NA",COMMERCIAL BANK,FEDERAL,"PHOENIX, AZ",10/30/2009,DIF,ACQUISITION,170685,
CM-3207,community bank of lemont,COMMERCIAL BANK,STATE,"LEMONT, IL",10/30/2009,DIF,ACQUISITION,80688,81843
CM-3208,united security bank,COMMERCIAL BANK,STATE,"SPARTA, GA",11/6/2009,DIF,ACQUISITION,149616,153639
CM-3209,gateway bank of st louis,COMMERCIAL BANK,STATE,"ST LOUIS, MO",11/6/2009,DIF,ACQUISITION,27534,26882
CM-3210,prosperan bank,COMMERCIAL BANK,STATE,"OAKDALE, MN",11/6/2009,DIF,ACQUISITION,182794,197442
CM-3211,home federal savings bank,SAVINGS BANK,STATE,"DETROIT, MI",11/6/2009,DIF,ACQUISITION,12730,12994
CM-3212,united commercial bank,COMMERCIAL BANK,STATE,"SAN FRANCISCO, CA",11/6/2009,DIF,ACQUISITION,7653666,10895336
CM-3213,orion bank,COMMERCIAL BANK,STATE,"NAPLES, FL",11/13/2009,DIF,ACQUISITION,2169446,2612515
CM-3214,"century bank, A FEDERAL SAVINGS BANK",SAVINGS BANK,STATE,"SARASOTA, FL",11/13/2009,DIF,ACQUISITION,659742,
CM-3215,pacific coast national bank,COMMERCIAL BANK,FEDERAL,"SAN CLEMENTE, CA",11/13/2009,DIF,ACQUISITION,128867,131418
CM-3216,commerce bank of southwest florida,COMMERCIAL BANK,STATE,"FORT MYERS, FL",11/20/2009,DIF,ACQUISITION,72821,70997
CM-3217,the tatnall bank,COMMERCIAL BANK,STATE,"REIDSVILLE, GA",12/4/2009,DIF,ACQUISITION,47100,49612
CM-3218,first security national bank,COMMERCIAL BANK,FEDERAL,"NORCROSS, GA",12/4/2009,DIF,ACQUISITION,121645,127455
CM-3219,amtrust bank,SAVINGS BANK,STATE,"CLEVELAND, OH",12/4/2009,DIF,ACQUISITION,8558609,11438990
CM-3220,the buckhead community bank,COMMERCIAL BANK,STATE,"ATLANTA, GA",12/4/2009,DIF,ACQUISITION,813668,856236
CM-3221,greater atlantic bank,SAVINGS BANK,STATE,"RESTON, VA",12/4/2009,DIF,ACQUISITION,179248,203262
CM-3222,benchmark bank,COMMERCIAL BANK,STATE,"AURORA, IL",12/4/2009,DIF,ACQUISITION,182760,173062
CM-3223,"republic federal bank, N.A.",COMMERCIAL BANK,FEDERAL,"MIAMI, FL",12/11/2009,DIF,ACQUISITION,352695,
CM-3224,solutionsbank,COMMERCIAL BANK,STATE,"OVERLAND PARK, KS",12/11/2009,DIF,ACQUISITION,421271,511103
CM-3225,"valley capital bank, N.A.",COMMERCIAL BANK,FEDERAL,"MESA, AZ",12/11/2009,DIF,ACQUISITION,41312,
CM-3226,imperial capital bank,COMMERCIAL BANK,STATE,"LA JOLLA, CA",12/18/2009,DIF,ACQUISITION,2822300,4046888
CM-3227,new south federal savings bank,SAVINGS BANK,STATE,"IRONDALE, AL",12/18/2009,DIF,ACQUISITION,1163916,1464127
CM-3228,peoples first community bank,SAVINGS BANK,STATE,"PANAMA CITY, FL",12/18/2009,DIF,ACQUISITION,1684443,1795420
CM-3229,"first federal bank of california,  A FEDERAL SAVINGS BANK",SAVINGS BANK,STATE,"SANTA MONICA, CA",12/18/2009,DIF,ACQUISITION,4538607,
CM-3230,independent bankers' bank,COMMERCIAL BANK,STATE,"SPRINGFIELD, IL",12/18/2009,DIF,ACQUISITION,511473,585508
CM-3231,rockbridge commercial bank,COMMERCIAL BANK,STATE,"ATLANTA, GA",12/18/2009,DIF,PAYOUT,291707,294024
CM-3232,citizens state bank,COMMERCIAL BANK,STATE,"NEW BALTIMORE, MI",12/18/2009,DIF,PAYOUT,157149,168551
CM-3233,horizon bank,COMMERCIAL BANK,STATE,"BELLINGHAM, WA",1/8/2010,DIF,ACQUISITION,1049063,1188956
CM-3234,barnes banking company,COMMERCIAL BANK,STATE,"KAYSVILLE, UT",1/15/2010,DIF,PAYOUT,697109,709171
CM-3235,st. stephen state bank,COMMERCIAL BANK,STATE,"ST. STEPHEN, MN",1/15/2010,DIF,ACQUISITION,23912,22895
CM-3236,town community bank and trust,COMMERCIAL BANK,STATE,"ANTIOCH, IL",1/15/2010,DIF,ACQUISITION,68323,70758
CM-3237,evergreen bank,COMMERCIAL BANK,STATE,"SEATTLE, WA",1/22/2010,DIF,ACQUISITION,340378,395980
CM-3238,columbia river bank,COMMERCIAL BANK,STATE,"THE DALLES, OR",1/22/2010,DIF,ACQUISITION,908132,955112
CM-3239,premier american bank,COMMERCIAL BANK,STATE,"MIAMI, FL",1/22/2010,DIF,ACQUISITION,285554,299225
CM-3240,charter bank,SAVINGS BANK,STATE,"SANTA FE, NM",1/22/2010,DIF,ACQUISITION,859933,1201922
CM-3241,bank of leeton,COMMERCIAL BANK,STATE,"LEETON, MO",1/22/2010,DIF,ACQUISITION,20335,20128
CM-3242,first regional bank,COMMERCIAL BANK,STATE,"LOS ANGELES, CA",1/29/2010,DIF,ACQUISITION,1664450,2082684
CM-3243,community bank & trust,COMMERCIAL BANK,STATE,"CORNELIA, GA",1/29/2010,DIF,ACQUISITION,1067957,1181717
CM-3244,florida community bank,COMMERCIAL BANK,STATE,"IMMOKALEE, FL",1/29/2010,DIF,ACQUISITION,776556,835701
CM-3245,"marshall bank, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,"HALLOCK, MN",1/29/2010,DIF,ACQUISITION,55662,
CM-3246,american marine bank,COMMERCIAL BANK,STATE,"BAINBRIDGE ISLAND, WA",1/29/2010,DIF,ACQUISITION,287443,329246
CM-3247,first national bank of georgia,COMMERCIAL BANK,FEDERAL,"CARROLLTON, GA",1/29/2010,DIF,ACQUISITION,780196,840633
CM-3248,1st american state bank of minnesota,COMMERCIAL BANK,STATE,"HANCOCK, MN",2/5/2010,DIF,ACQUISITION,16327,18155
CM-3249,the la coste national bank,COMMERCIAL BANK,FEDERAL,"LA COSTE, TX",2/19/2010,DIF,ACQUISITION,49275,53936
CM-3250,"la jolla bank, FSB",SAVINGS BANK,STATE,"LA JOLLA, CA",2/19/2010,DIF,ACQUISITION,2799362,
CM-3251,marco community bank,COMMERCIAL BANK,STATE,"MARCO ISLAND, FL",2/19/2010,DIF,ACQUISITION,117097,119578
CM-3252,george washington savings bank,SAVINGS BANK,STATE,"ORLAND PARK, IL",2/19/2010,DIF,ACQUISITION,395310,413673
CM-3253,rainier pacific bank,SAVINGS BANK,STATE,"TACOMA, WA",2/26/2010,DIF,ACQUISITION,446192,717806
CM-3254,carson river community bank,COMMERCIAL BANK,STATE,"CARSON CITY, NV",2/26/2010,DIF,ACQUISITION,50024,51095
CM-3255,waterfield bank,SAVINGS BANK,STATE,"GERMANTOWN, MD",3/5/2010,DIF,PAYOUT,156188,155566
CM-3256,bank of illinois,COMMERCIAL BANK,STATE,"NORMAL, IL",3/5/2010,DIF,ACQUISITION,198487,211711
CM-3257,sun american bank,COMMERCIAL BANK,STATE,"BOCA RATON, FL",3/5/2010,DIF,ACQUISITION,443481,535724
CM-3258,centennial bank,COMMERCIAL BANK,STATE,"OGDEN, UT",3/5/2010,DIF,PAYOUT,205076,212839
CM-3259,libertypointe bank,COMMERCIAL BANK,STATE,"NEW YORK, NY",3/11/2010,DIF,ACQUISITION,209477,216500
CM-3260,old southern bank,COMMERCIAL BANK,STATE,"ORLANDO, FL",3/12/2010,DIF,ACQUISITION,319746,336390
CM-3261,statewide bank,COMMERCIAL BANK,STATE,"COVINGTON, LA",3/12/2010,DIF,ACQUISITION,207821,243215
